Speaker,Emotion,File Name,Transcription
ReemMustafa,Sad,ReemMustafa_Sad_27.wav,ورو في إيه من اللي بيحصن دي دخليل واحد بصط
ReemMustafa,Sad,ReemMustafa_Sad_23.wav,بتقانو بتخال كل يوم
ReemMustafa,Sad,ReemMustafa_Sad_31.wav,إنتفضرو كماش وكلام
ReemMustafa,Sad,ReemMustafa_Sad_29.wav,إيللي هو ف ايلتنين
ReemMustafa,Sad,ReemMustafa_Sad_38.wav,آ#تكن أهح
ReemMustafa,Sad,ReemMustafa_Sad_18.wav,كت هاتول الحية
ReemMustafa,Sad,ReemMustafa_Sad_35.wav,قولتنيا منش حاهل ظبي بيده
ReemMustafa,Sad,ReemMustafa_Sad_15.wav,إنت اللي ما نعطين
ReemMustafa,Angry,ReemMustafa_Angry_13.wav,كنت إيه ما طندق وتخلص
ReemMustafa,Angry,ReemMustafa_Angry_1.wav,هو إنتى غيب إتكلمني فيالسخت الجامة
ReemMustafa,Angry,ReemMustafa_Angry_7.wav,وكان ممكن رمود دسببك على قلا لازم أعرف السبب إيه
ReemMustafa,Angry,ReemMustafa_Angry_5.wav,طعال يطنط طعلي شوفي الباش
ReemMustafa,Angry,ReemMustafa_Angry_2.wav,إيه موضوععة تمتيهاق تمتيها ده
ReemMustafa,Angry,ReemMustafa_Angry_18.wav,ققف يكلميني زي منا بتهلمك
ReemMustafa,Angry,ReemMustafa_Angry_9.wav,محمود أكيد ماسك عليكي حاج
ReemMustafa,Angry,ReemMustafa_Angry_8.wav,قلا مراطك على فجرة يابروان ولايا حق على
ReemMustafa,Angry,ReemMustafa_Angry_11.wav,أنا مختره
ReemMustafa,Angry,ReemMustafa_Angry_12.wav,ألو عايزة أحط فريكي عندف إلمصطش
ReemMustafa,Angry,ReemMustafa_Angry_20.wav,أنا العمري فكرت فيك زمان ولا فكر فيك دلوقتي
ReemMustafa,Angry,ReemMustafa_Angry_14.wav,اليما بتبيش محتجالز نوقتي بتعملي فيه كده
ReemMustafa,Angry,ReemMustafa_Angry_15.wav,هش مالةا محموط
ReemMustafa,Angry,ReemMustafa_Angry_19.wav,أنا ما ميشي فش ما أي حق
ReemMustafa,Angry,ReemMustafa_Angry_17.wav,يعني إيه محمود رجاع تاني معانا
ReemMustafa,Angry,ReemMustafa_Angry_3.wav,هو إنت جاية مرفزنيع الصبح
ReemMustafa,Angry,ReemMustafa_Angry_10.wav,خلكي معايه
ReemMustafa,Angry,ReemMustafa_Angry_16.wav,مردتيش على اسويل إنتي نبلخسي على محموض   إإت
ReemMustafa,Angry,ReemMustafa_Angry_4.wav,ما إنتشهلي الأول ولازم تداري عليه
ReemMustafa,Angry,ReemMustafa_Angry_6.wav,يعني مش حاطد تتكلوفي أنا كنت باخطوفه
ReemMustafa,Neutral,ReemMustafa_Neutral_6.wav,أنا الفترة  فتد كانت فترة صعب علىيا قوي ما أحمود
ReemMustafa,Neutral,ReemMustafa_Neutral_8.wav,طاب لو كتبوا في التقرير نما رون ما فيسبيش حاجة
ReemMustafa,Neutral,ReemMustafa_Neutral_3.wav,هو ماروغلنا قثلمها يتجوس كا
ReemMustafa,Neutral,ReemMustafa_Neutral_4.wav,يللا أوفوى عندنا مش هبير كتير قوي النهاردها
ReemMustafa,Neutral,ReemMustafa_Neutral_10.wav,خلتها عمل ل الشهادة بتقول إن مرونا عنده ماشا
ReemMustafa,Neutral,ReemMustafa_Neutral_9.wav,وبعد ما حرجتمن عند الأستز رفعا تلات على ادكتور أمراض نفسية
ReemMustafa,Neutral,ReemMustafa_Neutral_5.wav,في أورياء وحسبيات لازم تخلاص صنست نفسك
ReemMustafa,Neutral,ReemMustafa_Neutral_7.wav,كنت محتاجة قوي قعد ماج
ReemMustafa,Neutral,ReemMustafa_Neutral_2.wav,ومش لازم يبقى فيه سبب عل شان أقرر من يمش ومن يع
ReemMustafa,Neutral,ReemMustafa_Neutral_1.wav,سند الموضوع ده عل يأنا
ReemMustafa,Neutral,ReemMustafa_Neutral_11.wav,أهيركفير المصط طفع لي ما حمتة عشن
ReemMustafa,Happy,ReemMustafa_Happy_1.wav,حمد الله هالسلياة
ReemMustafa,Happy,ReemMustafa_Happy_2.wav,ما كده نشه الجد
ReemMustafa,Fearful,ReemMustafa_Fearful_3.wav,لي أن السواس الكحر كاتين وأقتر من الأول كمان
ReemMustafa,Fearful,ReemMustafa_Fearful_8.wav,كلمت الكتير ما كنتيش بتروضيعلالي   إ
ReemMustafa,Fearful,ReemMustafa_Fearful_7.wav,طب يبقى ليه ما خبير عليها بقى مانقول لها كل حاج
ReemMustafa,Fearful,ReemMustafa_Fearful_5.wav,يا نع رسوت
ReemMustafa,Fearful,ReemMustafa_Fearful_4.wav,ده كده يبقى بيلبسنا بنوا
ReemMustafa,Fearful,ReemMustafa_Fearful_2.wav,مروا وش حايفي طبا وت حقإننا وق هو لطاني
ReemMustafa,Fearful,ReemMustafa_Fearful_6.wav,آ# هو كان ماشي دلوقتي يفنط
ReemMustafa,Fearful,ReemMustafa_Fearful_1.wav,دني هو غرق طلبمي لا
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_23.wav,ورفعا تقلك
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_3.wav,واقف مستغرب كدليه دبيتك ومترحك
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_21.wav,إنتي التفاتي مع محنول في الموضوع حاكسة العربية ده
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_22.wav,ده مش كساية
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_14.wav,نتحسب
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_11.wav,تق
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_5.wav,تومت قول لها كده في شه
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_7.wav,وأنا بقمتش بي
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_20.wav,محموض كمان كلمك له
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_13.wav,ليهه
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_9.wav,ده إطوالي ده
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_6.wav,دوسظإيه التاني يامرون
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_16.wav,هي مين
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_12.wav,تسيبيتك
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_17.wav,يعني همرجع نشتغل بني
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_19.wav,معاكف ليفونمو الأديل
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_10.wav,إيه الزاكاء اللي نزل عاليك مرة واحدة ده
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_2.wav,تدع
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_4.wav,مالكس خضيت كد ليء
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_15.wav,إيه
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_18.wav,إنت جبت الورق دمنين
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_1.wav,نالمدر جايت لإزكرة وللا إيه
DalalAbdelAziz,Surprised,DalalAbdelAziz_Surprised_8.wav,ألقي مروة
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_5.wav,بيظيعة قدام أنية
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_3.wav,مش هنا جبلة كاتلدليا كلا تحت ريجليه
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_6.wav,ما حدش حس إن ألها كمان من حقي أحذن عليهق
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_8.wav,هي اللي مطروب منها نها تستحمل واتقدر وإتربي وإتكبر
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_10.wav,ديعط عمري كله عشان إدني
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_7.wav,وتندي أمرها كل ل الكل اللي حوالينا
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_11.wav,إوعتحطيني معام في كسة واحد
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_16.wav,غير من خوفي عدي كوعلى مستقبل
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_14.wav,سبتقنيا مروع
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_13.wav,ريرف حطنه أم
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_15.wav,ألها لا يمكن أكرعك إنت إبني
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_17.wav,برض علي مروان رده عليه
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_2.wav,تبقى ملقة عشان جنتة
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_12.wav,إنت مش قطرتاح
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_4.wav,وعشان كتاع ايزاك تخلص من موضوع نوال دي
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_1.wav,عشان ما تشوفش الل أنا شوفته قبل مان تتيج
DalalAbdelAziz,Sad,DalalAbdelAziz_Sad_9.wav,ومش من الحقاه تضلب أي قاجة
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_20.wav,مداما فيش سبب تيهي عشان هنا فكبتده يما أتفضل لطلع بارا   ت
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_7.wav,شوفتة نستحملت قد إيه وتقبت قد إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_16.wav,وإنت عارف اللي بيلوا يدراعي بعمل فيه إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_21.wav,عشان فقلي هتعيشوت موت فقري
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_13.wav,عايز إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_18.wav,وعارفة تمخب إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_25.wav,فيلوصي بتوصلن الحدة عندي وإلا حبسك تاني زي ما حبستك قبل كده
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_2.wav,عايز من إه تان
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_9.wav,ممكن أعرف بقى اللي حصل ده حصل ليه ولا برضو حتتحرب من
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_23.wav,أنا اللي حاوليقت لإبني أعمل فيه أكتر من كد
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_14.wav,وإنتأ بقى إن شاء الله الل هتحسبي
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_10.wav,إسم ما ديحهان
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_15.wav,بقى مرة إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_8.wav,أمقولهم إنت قولتلي إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_6.wav,همين قلك إن أنا ما قمتش بيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_1.wav,إنت هتجمتتجلمة زء الأيالالصغيرة
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_4.wav,قولت لك قات كمل أكلك
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_3.wav,وبرضه قلي استني علية شوية الموضوع مش سأآل   ل
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_19.wav,حتق ال قادو بكحرض وإنت عارف لسني كويس   تت
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_24.wav,قدريتطلع بارا بدل الما
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_11.wav,قديني جتلة
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_12.wav,قول اللي عندك وخلص
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_17.wav,ومنتمين إنتى عشان تقولي أعمل إيه ومعملش إيه
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_22.wav,وأي حد يحاول مبرحموش ولو حثل أدس عاليك بدزمدي   ل
DalalAbdelAziz,Angry,DalalAbdelAziz_Angry_5.wav,مش معنا إنك إنت تعباني يبقى هتزععلي وتكثر كلام
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_12.wav,يبقى إنتللطفضل هنا
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_15.wav,محمود يقدري ماشي الشغل هناك الفترة اللي جية
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_4.wav,إحنا لازم نطلع عالهنام دلوقتي
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_13.wav,المهمد النك تحس النك مرتاع
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_21.wav,وبعد كده هايحدر معنا قعدات المحن
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_11.wav,بقيت بتقول وتفكر وترده تقول حاجات صح
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_5.wav,عشان عندنا بقرة مووال كبير
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_16.wav,وإبني مالوا مالق
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_17.wav,إيه دي بقى خالس وحكيلي كل حاجة من الأول
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_14.wav,المذكرات دي بقطلاعنا دلوقتي
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_8.wav,قبل الحادسة إحنا كنا أصحاب قوي
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_7.wav,إحنا عايزن النستغل الموضوع ده لمصل حتنا
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_6.wav,م أنا هطر كده أقنب عليه الفلة كلقا
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_3.wav,عكس كل الكلام اللي قالو الدكتور
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_20.wav,لازم يكون المحامي بتاعلى أشطر منا
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_2.wav,هكلملك دكتور دلوقتي تديج حاجة تريح
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_19.wav,وبعدين إنتي خلاص التي
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_9.wav,هو سافر ييد
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_1.wav,نبتدي بالمزات
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_10.wav,إحنا اتكلامنا خنواح
DalalAbdelAziz,Neutral,DalalAbdelAziz_Neutral_18.wav,وبعدين إنتي خلاص التين
DalalAbdelAziz,Happy,DalalAbdelAziz_Happy_1.wav,حمدل لاه حمد للها على سلمتك يا حبيه
DalalAbdelAziz,Happy,DalalAbdelAziz_Happy_2.wav,دميتك يحبيبي
DalalAbdelAziz,Happy,DalalAbdelAziz_Happy_4.wav,حبيبي
DalalAbdelAziz,Happy,DalalAbdelAziz_Happy_3.wav,هي مرفوان عملته إيه ي حبيت
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_8.wav,هو في حد قال لك حاج
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_7.wav,طب فقر معايا يكون شلهم فيه
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_1.wav,ناكده خلاص
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_3.wav,م أيوخ
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_4.wav,أما إنشوف أرونا اللي ما بيرنتش ده أخركها إيه
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_9.wav,وبعدين هو إنتى يعني بتراقبنا ولا
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_6.wav,ديتبقى مصيبة
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_2.wav,دي ناتخطف ت يمروان
DalalAbdelAziz,Fearful,DalalAbdelAziz_Fearful_5.wav,بس طريارا
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_7.wav,إيه در بقى إنت بدغيط ولي إه
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_14.wav,يعني يه تقول إيه
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_12.wav,فبقيدش إيه
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_15.wav,تجهاس يها وفيه حد عمل حاجة تايني
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_5.wav,وإنت فقت ذكرة في الحدسة
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_2.wav,إيه ده
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_1.wav,وحنسيبك معالوحدك
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_8.wav,إيدم
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_10.wav,يعني إيه ما فيش حاجرا
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_3.wav,إيه يا#
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_6.wav,تمش فكني خلص
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_11.wav,لوقت لي كان المفوض زعرف فيه الحقية ما قلتلوش ليه
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_9.wav,دإيقده كل كوعدزمك جمعين كده خلص تشغل ولا إيه
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_4.wav,حريبت إزاي
DinaElSherbiny,Surprised,DinaElSherbiny_Surprised_13.wav,مش عشان مروان يجي لك لحد هنا
DinaElSherbiny,Sad,DinaElSherbiny_Sad_3.wav,إحنا ال دخنا مرهون في المشكلة دي وإحنا نلازم نخرجه منها
DinaElSherbiny,Sad,DinaElSherbiny_Sad_4.wav,بس أنا في حاجة مخبيها عليه
DinaElSherbiny,Sad,DinaElSherbiny_Sad_9.wav,وعشان ما قدرش رصيبق كوست الناس زي دول كت عايزة سعدك
DinaElSherbiny,Sad,DinaElSherbiny_Sad_10.wav,أنا أسف ببنا ما قصبش
DinaElSherbiny,Sad,DinaElSherbiny_Sad_8.wav,ما كانش بيبقى فرق معهيها نقول ريد
DinaElSherbiny,Sad,DinaElSherbiny_Sad_6.wav,بباصر عن منه
DinaElSherbiny,Sad,DinaElSherbiny_Sad_11.wav,أنو والله يما كان شظي مانا أعمل حجة
DinaElSherbiny,Sad,DinaElSherbiny_Sad_1.wav,الإست ما أجاشوقته
DinaElSherbiny,Sad,DinaElSherbiny_Sad_2.wav,وإحنا اللي عدنا نتغط عاليه عشان يفتكر وهو دخل في المشكلة والمصيبة دي
DinaElSherbiny,Sad,DinaElSherbiny_Sad_5.wav,الحاجة دي تخصت متفسيش
DinaElSherbiny,Sad,DinaElSherbiny_Sad_7.wav,جد إحنا وقافين دم بالبعض المشتقي مكلمة نقولها
DinaElSherbiny,Angry,DinaElSherbiny_Angry_11.wav,وهدفع ذنهم تمن اللي عمله ده غالي قوا
DinaElSherbiny,Angry,DinaElSherbiny_Angry_9.wav,ده عل الأستاس بء إن أنا حرمية وللاإه إن شاء الله   ا
DinaElSherbiny,Angry,DinaElSherbiny_Angry_3.wav,مين اللي عمل كده
DinaElSherbiny,Angry,DinaElSherbiny_Angry_8.wav,في إيهرجاء متردو على أيه
DinaElSherbiny,Angry,DinaElSherbiny_Angry_17.wav,لا إنت عارف مي ن لعمل كده وعارف عمل كده ليه
DinaElSherbiny,Angry,DinaElSherbiny_Angry_5.wav,تاب تخنيا على قد عرلي ولا قيه
DinaElSherbiny,Angry,DinaElSherbiny_Angry_4.wav,ت بتتكلما على إت غريا ما تكلما ألا عاتن
DinaElSherbiny,Angry,DinaElSherbiny_Angry_19.wav,طول إن هو اللي خنا عايز يموط ما علشان ياخد السركهاظ بنعلك تقول كل حاجة
DinaElSherbiny,Angry,DinaElSherbiny_Angry_2.wav,يصمي يعني كميل حطى الع إن يا اللي غلطنة
DinaElSherbiny,Angry,DinaElSherbiny_Angry_18.wav,رطن ييتل حولت قولله فلال ه يأعمل عي
DinaElSherbiny,Angry,DinaElSherbiny_Angry_15.wav,يو أعملها كيه يعن ين عملت اللي عليا وجصنك حد يستحم
DinaElSherbiny,Angry,DinaElSherbiny_Angry_12.wav,إزاي تمتيل الحجة بعد كول الل عمله فينا ده
DinaElSherbiny,Angry,DinaElSherbiny_Angry_6.wav,أنا مش تغيبة اللي وريع اللي قدامي عشان حرت إقتقعق تعفز في البناز
DinaElSherbiny,Angry,DinaElSherbiny_Angry_13.wav,بشرا جعطني خد السبوية عمل فية اللي هو عدى
DinaElSherbiny,Angry,DinaElSherbiny_Angry_14.wav,تفاهميني بعد إيه بعد ما أتلكرح منننا
DinaElSherbiny,Angry,DinaElSherbiny_Angry_10.wav,أن هاخد حقى بوي وم
DinaElSherbiny,Angry,DinaElSherbiny_Angry_1.wav,في إيه يا أهي معايزين
DinaElSherbiny,Angry,DinaElSherbiny_Angry_16.wav,أعمل لك إي مرو أن هما على فكرة مش هايطلع منلل بيتغير الو فيه مصيبة وفيه فلوص
DinaElSherbiny,Angry,DinaElSherbiny_Angry_7.wav,مصر فحم ل وطمح طل عايزة إنزل هنا
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_1.wav,دمرون اللقديم اللي كان ممكن يعمل في نفس كده    ه ههههه
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_9.wav,إدخنا مإنت عشان ورى أنحاجات كتير
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_8.wav,وهو اللي خليا خط الفونك الأدي مه يفتحه من غير ما يقول لك
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_2.wav,إن مامرونك جديد ما كانش فاكر حاجة
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_11.wav,إن مانفدميا إنت بتدحس بقى م
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_4.wav,طيب دي بسية قوي يعني سيب الموضوع د علهيا خلي هيما يمشيلة بورزيض
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_7.wav,ماما الله يرحمها لو كتعايشة كات عاملة نفسي الله لعمل كده
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_6.wav,ما بترضوش ليه
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_10.wav,خلاص نطلع مشوف الخذنا الي في الأقول
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_3.wav,وبعدينا أنا قفت جنبك النهارده إنت هتقىفي جنبي بوقرا ومش هشكورك على فكرة
DinaElSherbiny,Neutral,DinaElSherbiny_Neutral_5.wav,في إيا جماعة
DinaElSherbiny,Happy,DinaElSherbiny_Happy_5.wav,توعكر نطبري تنا ليكي أنا ضرتي عاملك محرفةا مذرن زي إسد
DinaElSherbiny,Happy,DinaElSherbiny_Happy_6.wav,صبامافاء إنتعرفم النالهك تزات اكبتحور إي
DinaElSherbiny,Happy,DinaElSherbiny_Happy_9.wav,اللكن من بحد حوى
DinaElSherbiny,Happy,DinaElSherbiny_Happy_7.wav,جميلة يسميه أمر
DinaElSherbiny,Happy,DinaElSherbiny_Happy_8.wav,فعشن كده ببية يعني عشان مكس بكس
DinaElSherbiny,Happy,DinaElSherbiny_Happy_1.wav,أنا سطبته ورقيه
DinaElSherbiny,Happy,DinaElSherbiny_Happy_2.wav,هتحس بيا حيلا
DinaElSherbiny,Happy,DinaElSherbiny_Happy_4.wav,وهوق مش نذاكد لن متحند خالص
DinaElSherbiny,Happy,DinaElSherbiny_Happy_3.wav,صبام الخيف
DinaElSherbiny,Fearful,DinaElSherbiny_Fearful_5.wav,ي الخص الراي
DinaElSherbiny,Fearful,DinaElSherbiny_Fearful_1.wav,الشوعاون يعلي مبصيرها عيله
DinaElSherbiny,Fearful,DinaElSherbiny_Fearful_3.wav,في غبانة أجرتيني عليك وينتى كويس
DinaElSherbiny,Fearful,DinaElSherbiny_Fearful_2.wav,لازم منش رح ربناش
DinaElSherbiny,Fearful,DinaElSherbiny_Fearful_4.wav,شل غيره
AhmedBeder,Surprised,AhmedBeder_Surprised_1.wav,يا#
AhmedBeder,Sad,AhmedBeder_Sad_9.wav,أوايت كلمي بغشوصرانا يبقى قلاش
AhmedBeder,Sad,AhmedBeder_Sad_4.wav,ما قدرتش
AhmedBeder,Sad,AhmedBeder_Sad_12.wav,لأنوسئتده عم أي حات
AhmedBeder,Sad,AhmedBeder_Sad_15.wav,شتدخل الله
AhmedBeder,Sad,AhmedBeder_Sad_3.wav,أومي ب ينقتي بتاأ أتيه تير
AhmedBeder,Sad,AhmedBeder_Sad_7.wav,باشد يعني وطاني
AhmedBeder,Sad,AhmedBeder_Sad_13.wav,بص ياه طركق
AhmedBeder,Sad,AhmedBeder_Sad_6.wav,ألا نصب عليك يا
AhmedBeder,Sad,AhmedBeder_Sad_2.wav,وتحرم ت# أحلك الما ممكنة إسمه علىفامر
AhmedBeder,Sad,AhmedBeder_Sad_14.wav,و بفينخ مش حاط لقدر ديسبحيني
AhmedBeder,Sad,AhmedBeder_Sad_1.wav,لكن لس ما يشاور ناش على العجل لتخصينا إحنا
AhmedBeder,Sad,AhmedBeder_Sad_10.wav,شوالل إنتو ف وتية
AhmedBeder,Sad,AhmedBeder_Sad_11.wav,وللها الن أنا أهس
AhmedBeder,Sad,AhmedBeder_Sad_5.wav,خدتبن رحب بيرلي تامي
AhmedBeder,Sad,AhmedBeder_Sad_8.wav,وثيتقر سالم
AhmedBeder,Angry,AhmedBeder_Angry_5.wav,إن كل لي هم كلفلو سوبس
AhmedBeder,Angry,AhmedBeder_Angry_1.wav,اللي بقول نك حليت فعمليه
AhmedBeder,Angry,AhmedBeder_Angry_3.wav,عصل إيه يعني لو روحت وكل إمت معاه
AhmedBeder,Angry,AhmedBeder_Angry_4.wav,خايفة خيفة اليعرف نبيك الوسق
AhmedBeder,Angry,AhmedBeder_Angry_8.wav,طيبع كويسة فنشل سنطة
AhmedBeder,Angry,AhmedBeder_Angry_7.wav,ويتوها بالبليس والبليسي عق ومخالشفسينو جيه
AhmedBeder,Angry,AhmedBeder_Angry_2.wav,الموضوع ديتفله ما يتفتعشتان
AhmedBeder,Angry,AhmedBeder_Angry_6.wav,لو أا شريون فعمري
AhmedBeder,Neutral,AhmedBeder_Neutral_1.wav,طب خد رنع ومش إنتو اللأ
AhmedBeder,Neutral,AhmedBeder_Neutral_7.wav,شحب العضيعة لللرفاعتية على #
AhmedBeder,Neutral,AhmedBeder_Neutral_2.wav,في حاجتين أعمر ما بقنساهم   أعأ
AhmedBeder,Neutral,AhmedBeder_Neutral_5.wav,سيرين ظلمت فيها اللعايش واللمات
AhmedBeder,Neutral,AhmedBeder_Neutral_3.wav,لقيتك ما بتسئلش قول تاسلانا
AhmedBeder,Neutral,AhmedBeder_Neutral_4.wav,لو المشة تتهذ في دى وإدكيترع شت
AhmedBeder,Neutral,AhmedBeder_Neutral_6.wav,وحتخلص ي من بق إزاي إن شاء الله
AhmedBeder,Happy,AhmedBeder_Happy_5.wav,بإنتي ما طضوط شعد القات
AhmedBeder,Happy,AhmedBeder_Happy_8.wav,وبى شفت ومسيدالكي
AhmedBeder,Happy,AhmedBeder_Happy_2.wav,وكان زمان لوإنتي بتعملي النهر تقتيك وبتد شقالبي
AhmedBeder,Happy,AhmedBeder_Happy_7.wav,أنا هارف تيمير لي حيق خأرله ده
AhmedBeder,Happy,AhmedBeder_Happy_3.wav,واحدة ماطهة من وقوست الدوم وريم لاط ا
AhmedBeder,Happy,AhmedBeder_Happy_1.wav,بإنتماتك شاءنفش يعبدل هادي
AhmedBeder,Happy,AhmedBeder_Happy_6.wav,كانو طلع تاعيل
AhmedBeder,Happy,AhmedBeder_Happy_4.wav,بإنت متتبدلش يه دي الأقلي
AhmedBeder,Fearful,AhmedBeder_Fearful_3.wav,شمالسماتي
AhmedBeder,Fearful,AhmedBeder_Fearful_1.wav,تتقفله
AhmedBeder,Fearful,AhmedBeder_Fearful_2.wav,هتشيل الموضوع ده
